name,division,Bet Victor,Totesport,Sporting Bet,Winner,888sport,32Red Bet,Stan James,You Win,Betfred,Betway,Spreadex,Bwin,Betfair,Coral,Unibet,Betdaq,Sporting Index,Sky Bet,Bet 365,William Hill,Paddy Power,Ladbrokes,Boylesports
Dallas Cowboys,NFC East,2.15,2.1,2.05,2.05,,2.0,2.0,2.0,2.0,2.0,2.1,2.0,2.3,2.0,1.83,1.9,2.0,2.0,2.0,,2.01,,
Philadelphia Eagles,NFC East,2.3,2.5,2.5,2.38,,2.5,2.4,2.5,2.38,2.5,2.5,2.5,2.3,2.5,2.62,2.6,2.5,2.5,2.5,,2.67,,
Washington Redskins,NFC East,9.5,9.0,9.0,9.0,,9.0,10.0,9.0,9.5,10.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,,8.79,,
New York Giants,NFC East,9.5,8.0,8.0,9.0,,9.0,9.0,7.0,10.0,10.0,9.0,9.0,9.0,9.0,12.0,10.0,10.0,10.0,9.0,,11.0,,
Detroit Lions,NFC North,1.61,1.57,1.57,1.57,,1.62,1.57,1.57,1.53,1.5,1.57,1.57,1.57,1.6,1.5,1.55,1.5,1.57,1.57,,1.52,,
Green Bay Packers,NFC North,3.75,3.75,3.75,3.75,,3.75,3.75,3.75,4.0,4.0,4.0,4.0,4.0,3.5,3.75,4.0,4.0,4.0,4.0,,3.52,,
Chicago Bears,NFC North,4.5,4.5,4.5,4.5,,4.33,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,5.5,4.25,4.5,4.5,4.5,,5.94,,
Minnesota Vikings,NFC North,126.0,251.0,201.0,151.0,,151.0,,251.0,251.0,,251.0,251.0,,101.0,1001.0,101.0,,,201.0,,48.0,,
New Orleans Saints,NFC South,1.3,1.36,1.36,1.29,,,1.4,1.33,1.44,1.25,1.36,1.25,1.4,1.35,1.47,1.25,1.25,1.33,1.35,,1.34,,
Carolina Panthers,NFC South,3.4,3.0,3.2,3.2,,,2.75,3.0,2.62,3.0,3.25,3.25,2.75,3.2,2.5,3.25,3.0,3.25,2.8,,2.9,,
Atlanta Falcons,NFC South,176.0,201.0,151.0,176.0,,,,,201.0,,,151.0,201.0,,41.0,151.0,,,151.0,,950.0,,
Tampa Bay Buccaneers,NFC South,1501.0,501.0,,1501.0,,,,,,,,1001.0,,,401.0,2011.0,,,,,20.0,,
Seattle Seahawks,NFC West,1.11,1.12,1.11,1.11,,1.08,1.12,1.11,1.08,1.1,1.14,1.12,1.14,1.11,1.13,1.1,1.1,1.13,1.12,,1.1,,
San Francisco 49ers,NFC West,6.0,5.5,5.5,5.5,,5.5,5.0,5.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,,2.18,,
Arizona Cardinals,NFC West,41.0,41.0,41.0,41.0,,41.0,51.0,51.0,51.0,50.0,41.0,51.0,51.0,51.0,101.0,41.0,50.0,41.0,51.0,,15.3,,
St Louis Rams,NFC West,201.0,126.0,201.0,251.0,,201.0,151.0,276.0,201.0,,201.0,151.0,151.0,101.0,81.0,201.0,,201.0,201.0,,1.01,,
