name,group,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
fc astana,c,251.0,41.0,,151.0,201.0,51.0,101.0,201.0,151.0,151.0,201.0,126.0,101.0,151.0,,126.0,175.0,151.0,151.0,151.0,151.0,,,,,
juventus,d,1.73,1.73,1.73,1.73,1.73,1.8,1.8,1.62,1.73,1.75,1.67,1.73,1.62,1.73,,1.73,1.7,1.73,1.75,1.8,1.75,,,,,
man city,d,4.0,4.33,4.0,3.75,4.0,4.0,4.0,4.33,4.0,4.25,3.75,3.5,4.0,4.0,,4.0,3.95,4.0,4.25,4.0,4.25,,,,,
sevilla,d,5.0,4.0,4.5,4.5,4.5,3.6,3.75,4.5,4.5,4.25,5.0,5.0,5.0,4.5,,5.0,4.5,4.5,4.25,4.5,4.25,,,,,
monchengladbach,d,15.0,26.0,21.0,23.0,21.0,26.0,26.0,26.0,21.0,31.0,26.0,23.0,26.0,23.0,,15.0,24.0,23.0,31.0,23.0,31.0,,,,,
barcelona,e,1.29,1.29,,1.22,1.02,1.22,1.2,1.2,1.25,1.25,1.18,1.25,1.22,1.25,,1.29,1.25,1.25,1.25,1.22,1.25,,,,,
bayer leverkusen,e,7.0,5.5,,7.0,1.8,6.5,6.0,7.5,6.0,6.25,8.0,7.0,7.0,6.5,,6.5,7.0,6.5,6.25,7.5,6.25,,,,,
roma,e,6.0,8.0,,7.0,1.83,7.5,9.0,7.5,7.0,7.0,8.0,7.0,5.5,7.5,,6.0,7.0,7.5,7.0,8.0,7.0,,,,,
bate borisov,e,501.0,101.0,,251.0,34.0,251.0,201.0,376.0,501.0,251.0,401.0,251.0,251.0,251.0,,501.0,301.0,251.0,251.0,251.0,251.0,,,,,
bayern munich,f,1.1,1.14,1.1,1.09,1.1,1.1,1.1,1.1,1.1,1.1,1.11,1.1,1.12,1.12,,1.1,1.09,1.12,1.1,1.1,1.1,,,,,
arsenal,f,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.5,7.0,7.5,7.0,8.0,5.5,7.0,,7.0,7.0,7.0,7.5,7.5,7.5,,,,,
din zagreb,f,34.0,23.0,34.0,34.0,34.0,26.0,26.0,34.0,26.0,36.0,34.0,26.0,34.0,34.0,,41.0,33.0,34.0,36.0,34.0,36.0,,,,,
olympiakos,f,101.0,34.0,67.0,51.0,67.0,34.0,34.0,51.0,51.0,81.0,101.0,41.0,51.0,51.0,,41.0,68.0,51.0,81.0,41.0,81.0,,,,,
chelsea,g,1.2,1.22,1.2,1.17,1.2,1.15,1.2,1.22,1.2,,1.29,1.25,1.17,1.2,,,1.18,1.2,1.22,1.15,1.22,,,,,
porto,g,5.0,4.5,5.0,5.0,5.0,6.0,4.5,5.0,5.0,,4.0,5.0,5.0,5.0,,,5.25,5.0,5.0,5.75,5.0,,,,,
dynamo kiev,g,19.0,23.0,17.0,17.0,17.0,15.0,21.0,13.0,17.0,,13.0,10.0,17.0,17.0,,,17.5,17.0,15.0,21.0,15.0,,,,,
maccabi tel aviv,g,151.0,67.0,151.0,201.0,151.0,251.0,101.0,101.0,101.0,,151.0,251.0,81.0,151.0,,,180.0,151.0,201.0,101.0,201.0,,,,,
zenit,h,1.73,1.67,1.73,1.91,1.73,1.73,1.67,1.67,1.73,,1.6,1.8,1.8,1.73,,1.91,1.75,1.73,,1.8,,,,,,
valencia,h,4.33,4.0,4.0,3.25,4.0,3.6,3.75,4.0,3.5,,5.0,3.75,3.5,3.75,,3.4,3.75,3.75,,3.5,,,,,,
lyon,h,4.33,5.0,4.33,4.33,4.33,4.5,4.5,4.5,4.5,,4.33,4.33,4.0,4.5,,4.5,4.4,4.5,,4.5,,,,,,
gent,h,19.0,23.0,26.0,23.0,26.0,26.0,26.0,26.0,26.0,,21.0,21.0,21.0,26.0,,17.0,25.0,26.0,,26.0,,,,,,
