name,group,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
bayer leverkusen,c,3.6,3.5,,3.75,3.5,3.5,3.75,4.0,4.0,3.75,4.0,3.5,3.5,3.75,4.0,3.8,3.5,3.5,3.75,3.75,3.5,3.75,3.66,3.38,
benfica,c,7.5,6.5,,6.0,8.0,6.5,9.0,8.0,7.0,6.0,9.5,9.0,6.0,6.5,8.0,7.5,7.5,7.0,6.5,6.0,8.0,6.0,6.89,5.85,
dortmund,d,1.53,1.53,1.44,1.53,1.44,1.45,1.44,1.4,1.53,1.55,1.5,1.5,1.53,1.53,1.4,1.5,1.5,1.55,1.53,1.55,1.45,1.55,1.46,1.39,
arsenal,d,3.3,3.0,3.25,3.2,3.25,3.3,3.25,3.75,3.25,3.5,3.0,3.25,3.0,3.0,3.75,3.25,3.25,3.25,3.0,3.5,3.35,3.5,3.14,2.94,
galatasaray,d,11.0,13.0,13.0,11.0,13.0,11.0,15.0,15.0,11.0,9.0,15.0,13.0,13.0,12.0,13.0,13.0,13.0,10.0,12.0,9.0,13.0,9.0,11.4,9.73,
anderlecht,d,21.0,23.0,26.0,19.0,26.0,21.0,21.0,26.0,26.0,20.0,29.0,26.0,26.0,21.0,26.0,26.0,21.0,22.0,21.0,20.0,21.0,20.0,23.0,19.4,
bayern munich,e,1.44,1.4,1.36,1.4,1.36,1.4,1.4,1.36,1.4,1.35,1.29,1.5,1.44,1.4,1.29,1.4,1.4,1.4,1.4,1.35,1.4,1.35,1.39,,
man city,e,4.0,4.33,4.5,4.5,4.5,4.33,4.33,5.5,4.5,4.5,5.5,4.0,4.33,4.5,5.5,4.5,4.5,4.25,4.5,4.5,4.5,4.5,4.32,,
roma,e,7.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.0,7.0,5.0,6.0,6.0,7.0,7.0,6.5,7.0,6.0,6.0,6.0,6.0,7.65,,
cska moscow,e,81.0,81.0,126.0,101.0,126.0,101.0,126.0,126.0,101.0,101.0,126.0,101.0,101.0,101.0,151.0,101.0,126.0,80.0,101.0,101.0,101.0,101.0,86.0,,
barcelona,f,1.36,1.33,1.25,1.25,1.25,1.3,1.25,1.3,1.25,1.36,1.29,1.25,1.25,1.25,1.25,1.28,1.3,,1.25,1.36,1.3,1.36,1.35,,
psg,f,3.5,3.25,3.75,3.75,3.75,3.5,3.75,3.75,3.75,3.2,3.5,3.75,3.75,3.75,3.75,3.75,3.75,,3.75,3.2,3.45,3.2,3.52,,
ajax,f,17.0,23.0,23.0,23.0,23.0,21.0,21.0,23.0,23.0,21.0,26.0,17.0,21.0,23.0,26.0,21.0,21.0,,23.0,21.0,21.0,21.0,18.6,,
apoel nicosia,f,81.0,151.0,126.0,126.0,126.0,126.0,101.0,126.0,151.0,126.0,301.0,67.0,126.0,126.0,201.0,151.0,151.0,,126.0,126.0,201.0,126.0,95.0,,
chelsea,g,1.3,1.29,1.3,1.3,1.3,1.3,1.33,1.36,1.33,1.26,1.33,1.29,1.33,1.28,1.33,1.33,1.28,,1.28,1.26,1.25,1.26,1.28,,
schalke 04,g,4.5,4.33,4.0,4.33,4.0,4.33,4.0,3.75,4.0,4.75,4.0,4.0,4.0,4.33,4.0,4.3,4.5,,4.33,4.75,4.5,4.75,3.94,,
sporting lisbon,g,11.0,11.0,12.0,11.0,12.0,11.0,11.0,13.0,11.0,10.0,12.0,13.0,11.0,11.0,11.0,11.0,12.0,,11.0,10.0,13.0,10.0,9.55,,
maribor,g,67.0,101.0,101.0,51.0,101.0,101.0,81.0,101.0,101.0,101.0,101.0,67.0,67.0,81.0,101.0,101.0,81.0,,81.0,101.0,101.0,101.0,86.0,,
porto,h,1.91,1.83,1.8,1.87,1.8,1.85,1.91,1.83,1.91,1.75,1.75,1.91,1.91,1.91,1.83,1.83,1.85,,1.91,1.75,1.85,1.75,1.77,1.72,
athletic bilbao,h,3.2,3.0,3.5,3.2,3.5,3.2,3.25,3.5,3.25,3.5,3.75,3.5,3.2,3.25,3.75,3.25,3.5,,3.25,3.5,3.5,3.5,3.04,2.88,
shakhtar donetsk,h,4.0,4.33,4.0,4.0,4.0,4.0,4.0,4.33,3.75,4.5,4.0,3.5,4.0,3.75,3.5,4.3,4.0,,3.75,4.5,4.0,4.5,3.94,3.67,
bate borisov,h,81.0,101.0,81.0,67.0,81.0,81.0,67.0,51.0,81.0,81.0,51.0,41.0,67.0,67.0,41.0,101.0,67.0,,67.0,81.0,29.0,81.0,86.0,74.0,
