name,group,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
bate borisov,e,151.0,151.0,,81.0,101.0,67.0,151.0,91.0,101.0,251.0,101.0,67.0,101.0,67.0,81.0,126.0,170.0,67.0,251.0,201.0,251.0,,,1.07,,
bayern munich,f,1.33,1.36,,1.4,1.33,1.4,1.25,1.4,1.36,1.35,1.33,1.33,1.33,1.36,1.36,1.33,1.35,1.36,,1.35,1.35,,,1.34,,
arsenal,f,3.75,3.5,,3.4,3.25,3.4,3.75,3.25,3.5,3.5,3.75,3.75,3.25,3.5,3.5,3.75,3.55,3.5,,3.75,3.5,,,3.66,,
olympiakos,f,17.0,17.0,,15.0,26.0,15.0,21.0,15.0,21.0,21.0,21.0,13.0,21.0,17.0,17.0,17.0,19.5,17.0,,21.0,21.0,,,7.65,,
din zagreb,f,67.0,34.0,,41.0,67.0,41.0,101.0,67.0,67.0,76.0,51.0,67.0,34.0,51.0,51.0,41.0,68.0,51.0,,51.0,76.0,,,7.65,,
chelsea,g,1.29,1.29,,1.25,1.29,1.33,1.29,1.33,1.33,1.35,1.29,1.33,1.29,1.27,1.3,1.33,1.3,1.27,1.35,1.28,1.35,,,1.38,,
porto,g,4.0,4.0,,4.5,3.75,4.0,4.0,3.75,4.0,4.0,4.2,4.0,4.5,4.0,3.0,4.33,4.25,4.0,4.0,4.75,4.0,,,2.56,,
dynamo kiev,g,17.0,17.0,,17.0,17.0,12.0,13.0,13.0,11.0,12.0,15.0,10.0,11.0,15.0,15.0,11.0,13.0,15.0,12.0,15.0,12.0,,,8.6,,
maccabi tel aviv,g,67.0,41.0,,51.0,67.0,67.0,67.0,81.0,51.0,151.0,67.0,51.0,34.0,67.0,81.0,41.0,90.0,67.0,151.0,67.0,151.0,,,29.0,,
valencia,h,1.91,2.0,,2.0,2.0,1.95,2.1,2.1,1.91,1.9,2.05,2.0,2.1,1.9,1.9,2.0,1.95,1.9,1.9,2.0,1.9,,,1.82,,
zenit,h,3.5,3.25,,3.5,3.5,3.4,3.0,3.0,3.5,3.6,3.4,3.5,3.25,3.5,3.5,3.5,3.4,3.5,3.6,3.5,3.6,,,2.52,,
lyon,h,4.0,4.0,,3.75,3.5,4.0,4.0,4.0,4.0,4.0,4.0,3.75,3.5,3.75,4.0,3.75,3.9,3.75,4.0,4.0,4.0,,,2.9,,
gent,h,29.0,21.0,,21.0,23.0,21.0,17.0,21.0,21.0,34.0,15.0,19.0,17.0,23.0,29.0,21.0,30.0,23.0,34.0,29.0,34.0,,,2.58,,
