name,group,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
dortmund,d,1.2,1.29,1.25,1.25,1.25,1.25,1.17,1.17,,1.18,1.2,1.25,1.2,1.25,,1.22,1.25,,1.25,1.18,1.16,1.18,1.2,1.15,
galatasaray,d,3.25,2.62,3.0,3.0,3.0,2.85,3.25,3.0,,3.0,3.25,3.0,3.25,2.75,,2.88,3.0,,2.75,3.0,3.2,3.0,3.42,2.92,
anderlecht,d,9.0,6.5,7.0,7.0,7.0,7.0,8.0,8.5,,6.0,9.0,8.0,9.0,8.0,,9.0,7.5,,8.0,6.0,8.0,6.0,5.27,2.07,
bayern munich,e,1.1,1.14,1.1,1.13,1.1,1.12,1.03,1.07,,1.07,1.07,1.1,1.08,1.08,,1.14,1.12,,1.08,1.07,1.05,1.07,1.15,1.08,
man city,e,1.36,1.36,1.36,1.33,1.36,1.35,1.25,1.36,,1.25,1.33,1.33,1.25,1.33,,1.36,1.35,,1.33,1.25,1.35,1.25,1.27,1.19,
roma,e,2.88,2.62,2.88,2.88,2.88,2.65,3.5,3.0,,2.85,3.0,3.0,3.5,2.75,,2.62,2.8,,2.75,2.85,2.75,2.85,2.84,2.77,
cska moscow,e,8.5,9.0,9.0,8.0,9.0,9.0,13.0,10.0,,10.0,11.0,5.5,11.0,11.0,,11.0,9.0,,11.0,10.0,10.0,10.0,7.08,5.36,
barcelona,f,1.02,1.02,1.02,1.02,1.02,1.02,1.0,1.02,,1.02,1.02,1.02,1.02,1.02,,1.02,1.02,,1.02,1.02,1.01,1.02,1.03,,
psg,f,1.13,1.2,1.14,1.14,1.14,1.13,1.12,1.17,,1.11,1.11,1.2,1.1,1.14,,1.12,1.12,,1.14,1.11,1.1,1.11,1.12,1.07,
ajax,f,6.0,4.5,5.0,5.0,5.0,5.5,6.0,5.0,,4.0,6.0,5.0,6.0,5.5,,6.0,6.0,,5.5,4.0,4.75,4.0,5.66,3.47,
apoel nicosia,f,17.0,11.0,17.0,17.0,17.0,17.0,26.0,23.0,,15.0,21.0,13.0,26.0,17.0,,21.0,17.0,,17.0,15.0,17.0,15.0,17.1,14.6,
chelsea,g,1.02,1.01,1.01,1.02,1.01,1.01,1.0,1.01,,1.01,1.02,1.02,1.03,1.01,,1.02,1.01,,1.01,1.01,1.01,1.01,1.04,,
schalke 04,g,1.4,1.33,1.36,1.44,1.36,1.4,1.4,1.44,,1.55,1.5,1.4,1.5,1.4,,1.5,1.45,,1.4,1.55,1.38,1.55,1.46,1.39,
sporting lisbon,g,2.88,3.25,3.0,2.75,3.0,3.0,2.75,2.8,,2.4,2.7,3.0,2.5,2.75,,2.5,2.75,,2.75,2.4,2.65,2.4,2.23,,
maribor,g,21.0,17.0,15.0,15.0,15.0,17.0,26.0,21.0,,10.0,13.0,15.0,15.0,21.0,,26.0,17.0,,21.0,10.0,15.0,10.0,18.1,15.1,
porto,h,1.4,1.36,1.36,1.4,1.36,1.35,1.4,1.33,,1.2,1.33,1.33,1.25,1.33,,1.36,1.35,,1.33,1.2,1.3,1.2,1.28,1.23,
athletic bilbao,h,1.44,1.4,1.36,1.44,1.36,1.45,1.36,1.4,,1.4,1.44,1.44,1.36,1.44,,1.44,1.4,,1.44,1.4,1.3,1.4,1.34,1.28,
shakhtar donetsk,h,1.73,1.91,1.83,1.73,1.83,1.75,1.73,1.83,,1.85,1.8,2.0,1.8,1.83,,1.8,1.85,,1.83,1.85,1.9,1.85,1.69,1.49,
bate borisov,h,8.5,8.0,9.0,8.0,9.0,10.0,9.0,9.0,,10.0,10.0,6.0,11.0,9.0,,11.0,9.0,,9.0,10.0,10.0,10.0,9.55,8.95,
